Segment	Protein Name	Sequence Accession	Complete Genome	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	Curation Report	
6	NA	CY256519	Yes	1433	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
5	NP	CY256518	Yes	1540	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY256516	Yes	2208	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
1	PB2	CY256514	Yes	2316	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
5	NP	CY258509	Yes	1540	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
7	M1,M2	CY258511	Yes	1002	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY258507	Yes	2208	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
1	PB2	CY258505	Yes	2316	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
7	M1,M2	CY256520	Yes	1002	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
4	HA	CY256517	Yes	1752	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
2	PB1,PB1-N40	CY256515	Yes	2316	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
2	PB1,PB1-N40	CY258506	Yes	2316	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
8	NS1,NS2	CY258512	Yes	865	H1N1	10/09/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2017	Pass	
4	HA	MH245901	Yes	1752	H1N1	02/24/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2018	Pass	
1	PB2	MH245904	Yes	2316	H1N1	02/24/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2018	Pass	
3	PA,PA-X	MH245902	Yes	2208	H1N1	02/24/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2018	Pass	
5	NP	MH245900	Yes	1540	H1N1	02/24/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2018	Pass	
7	-N/A-,-N/A-	MH245898	Yes	1002	H1N1	02/24/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2018	Pass	
8	-N/A-,-N/A-	MH245897	Yes	865	H1N1	02/24/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2018	Pass	
6	NA	MH245899	Yes	1434	H1N1	02/24/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2018	Pass	
2	-N/A-	MH245903	Yes	2316	H1N1	02/24/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/22/2018	Pass	
1	PB2	CY258497	Yes	2316	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY258499	Yes	2208	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
4	HA	CY258500	Yes	1752	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
6	NA	CY258502	Yes	1433	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
8	NS1,NS2	CY258504	Yes	865	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
1	PB2	CY256506	Yes	2316	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY256508	Yes	2208	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
4	HA	CY256509	Yes	1752	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
6	NA	CY256511	Yes	1433	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
8	NS1,NS2	CY256513	Yes	865	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
2	PB1,PB1-N40	CY256507	Yes	2316	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
5	NP	CY256510	Yes	1540	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
7	M1,M2	CY256512	Yes	1002	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
2	PB1,PB1-N40	CY258498	Yes	2316	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
5	NP	CY258501	Yes	1540	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
7	M1,M2	CY258503	Yes	1002	H1N1	10/13/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2017	Pass	
6	NA	MH601164	Yes	1425	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2018	Pass	
2	-N/A-,-N/A-	MH601170	Yes	2316	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2018	Pass	
1	PB2	MH601168	Yes	2316	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2018	Pass	
8	-N/A-,-N/A-	MH601167	Yes	865	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2018	Pass	
3	PA,PA-X	MH601165	Yes	2209	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2018	Pass	
4	HA	MH601171	Yes	1737	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2018	Pass	
5	NP	MH601169	Yes	1542	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2018	Pass	
7	-N/A-,-N/A-	MH601166	Yes	1002	H3N2	02/03/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/23/2018	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY250626	Yes	2208	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
6	NA	CY257935	Yes	1441	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
8	NS1,NS2	CY257937	Yes	865	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY257931	Yes	2316	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
4	HA	CY257933	Yes	1737	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
6	NA	CY250629	Yes	1441	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
8	NS1,NS2	CY250631	Yes	865	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
1	PB2	CY250624	Yes	2316	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
1	PB2	CY257930	Yes	2316	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
7	M1,M2	CY257936	Yes	1002	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
5	NP	CY257934	Yes	1542	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
7	M1,M2	CY250630	Yes	1002	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
5	NP	CY250628	Yes	1542	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
4	HA	CY250627	Yes	1737	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY250625	Yes	2316	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY257932	Yes	2208	H3N2	10/17/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2017	Pass	
5	NP	MH601173	Yes	1540	H1N1	02/04/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2018	Pass	
7	-N/A-,-N/A-	MH601175	Yes	1002	H1N1	02/04/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2018	Pass	
3	PA,PA-X	MH601172	Yes	2208	H1N1	02/04/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2018	Pass	
6	NA	MH601174	Yes	1433	H1N1	02/04/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2018	Pass	
2	-N/A-	MH601176	Yes	2316	H1N1	02/04/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2018	Pass	
1	PB2	MH601178	Yes	2316	H1N1	02/04/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2018	Pass	
8	-N/A-,-N/A-	MH601177	Yes	865	H1N1	02/04/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2018	Pass	
4	HA	MH601179	Yes	1752	H1N1	02/04/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/24/2018	Pass	
4	HA	CY250619	Yes	1737	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
8	NS1,NS2	CY259886	Yes	865	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
8	NS1,NS2	CY250623	Yes	865	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY259880	Yes	2316	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
6	NA	CY259884	Yes	1441	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY259881	Yes	2208	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
1	PB2	CY259879	Yes	2316	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
4	HA	CY259882	Yes	1737	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
7	M1,M2	CY259885	Yes	1002	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
1	PB2	CY250616	Yes	2316	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY250617	Yes	2316	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY250618	Yes	2208	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
5	NP	CY250620	Yes	1542	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
7	M1,M2	CY250622	Yes	1002	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
5	NP	CY259883	Yes	1542	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
6	NA	CY250621	Yes	1441	H3N2	10/19/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/25/2017	Pass	
8	NS1,NS2	CY263259	Yes	865	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	MG978446	Yes	2208	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
4	HA	CY263255	Yes	1752	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
2	PB1,PB1-N40	CY263253	Yes	2316	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
5	NP	MG978452	Yes	1540	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
1	PB2	MG978450	Yes	2316	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
2	PB1,PB1-N40	MG978448	Yes	2316	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
1	PB2	CY263252	Yes	2316	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY263254	Yes	2208	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
5	NP	CY263256	Yes	1540	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
7	M1,M2	CY263258	Yes	1002	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
6	NA	MG978445	Yes	1433	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
7	M1,M2	MG978447	Yes	1002	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
8	NS1,NS2	MG978449	Yes	865	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
4	HA	MG978451	Yes	1752	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
6	NA	CY263257	Yes	1433	H1N1	11/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2017	Pass	
4	HA	MH601182	Yes	1737	H3N2	02/09/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2018	Pass	
8	-N/A-,-N/A-	MH601180	Yes	865	H3N2	02/09/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2018	Pass	
5	NP	MH601183	Yes	1542	H3N2	02/09/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2018	Pass	
7	-N/A-,-N/A-	MH601186	Yes	1002	H3N2	02/09/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2018	Pass	
2	-N/A-,-N/A-	MH601187	Yes	2316	H3N2	02/09/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2018	Pass	
3	PA,PA-X	MH601185	Yes	2208	H3N2	02/09/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2018	Pass	
1	PB2	MH601181	Yes	2316	H3N2	02/09/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2018	Pass	
6	NA	MH601184	Yes	1441	H3N2	02/09/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/26/2018	Pass	
8	NS1,NS2	CY264183	Yes	865	H3N2	11/12/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2017	Pass	
7	M1,M2	CY264182	Yes	1002	H3N2	11/12/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2017	Pass	
5	NP	CY264180	Yes	1542	H3N2	11/12/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY264178	Yes	2208	H3N2	11/12/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2017	Pass	
1	PB2	CY264176	Yes	2316	H3N2	11/12/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2017	Pass	
6	NA	CY264181	Yes	1441	H3N2	11/12/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2017	Pass	
4	HA	CY264179	Yes	1737	H3N2	11/12/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY264177	Yes	2316	H3N2	11/12/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2017	Pass	
2	-N/A-	MH601192	Yes	2316	H1N1	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2018	Pass	
3	PA,PA-X	MH601190	Yes	2208	H1N1	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2018	Pass	
8	-N/A-,-N/A-	MH601188	Yes	865	H1N1	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2018	Pass	
4	HA	MH601194	Yes	1752	H1N1	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2018	Pass	
7	-N/A-,-N/A-	MH601191	Yes	1002	H1N1	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2018	Pass	
6	NA	MH601189	Yes	1434	H1N1	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2018	Pass	
5	NP	MH601195	Yes	1540	H1N1	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2018	Pass	
1	PB2	MH601193	Yes	2316	H1N1	02/11/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/27/2018	Pass	
6	NA	MG978453	Yes	1433	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
1	PB2	MG978458	Yes	2316	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
8	NS1,NS2	MG978457	Yes	865	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
4	HA	MG978459	Yes	1752	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
5	NP	MG978460	Yes	1540	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
2	PB1,PB1-N40	CY263245	Yes	2316	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
4	HA	CY263247	Yes	1752	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
6	NA	CY263249	Yes	1433	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
8	NS1,NS2	CY263251	Yes	865	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
1	PB2	CY263244	Yes	2316	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY263246	Yes	2208	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
5	NP	CY263248	Yes	1540	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
7	M1,M2	CY263250	Yes	1002	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	MG978454	Yes	2208	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
2	PB1,PB1-N40	MG978456	Yes	2316	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
7	M1,M2	MG978455	Yes	1002	H1N1	11/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/28/2017	Pass	
6	NA	CY264205	Yes	1441	H3N2	12/01/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2017	Pass	
5	NP	CY264204	Yes	1542	H3N2	12/01/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY264202	Yes	2208	H3N2	12/01/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2017	Pass	
1	PB2	CY264200	Yes	2316	H3N2	12/01/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2017	Pass	
8	NS1,NS2	CY264207	Yes	865	H3N2	12/01/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2017	Pass	
7	M1,M2	CY264206	Yes	1002	H3N2	12/01/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2017	Pass	
4	HA	CY264203	Yes	1737	H3N2	12/01/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY264201	Yes	2316	H3N2	12/01/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2017	Pass	
7	-N/A-,-N/A-	MH601198	Yes	1002	H1N1	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2018	Pass	
6	NA	MH601196	Yes	1433	H1N1	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2018	Pass	
4	HA	MH601202	Yes	1752	H1N1	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2018	Pass	
8	-N/A-,-N/A-	MH601200	Yes	865	H1N1	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2018	Pass	
2	-N/A-	MH601199	Yes	2316	H1N1	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2018	Pass	
3	PA,PA-X	MH601197	Yes	2208	H1N1	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2018	Pass	
5	NP	MH601203	Yes	1540	H1N1	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2018	Pass	
1	PB2	MH601201	Yes	2316	H1N1	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/29/2018	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY264186	Yes	2208	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2017	Pass	
5	NP	CY264188	Yes	1542	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2017	Pass	
8	NS1,NS2	CY264191	Yes	865	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2017	Pass	
6	NA	CY264189	Yes	1441	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2017	Pass	
4	HA	CY264187	Yes	1737	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY264185	Yes	2316	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2017	Pass	
1	PB2	CY264184	Yes	2316	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2017	Pass	
7	M1,M2	CY264190	Yes	1002	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2017	Pass	
3	PA,PA-X	MH601207	Yes	2209	H3N2	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2018	Pass	
6	NA	MH601206	Yes	1441	H3N2	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2018	Pass	
2	-N/A-,-N/A-	MH601205	Yes	2316	H3N2	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2018	Pass	
5	NP	MH601211	Yes	1542	H3N2	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2018	Pass	
1	PB2	MH601209	Yes	2316	H3N2	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2018	Pass	
8	-N/A-,-N/A-	MH601208	Yes	865	H3N2	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2018	Pass	
7	-N/A-,-N/A-	MH601204	Yes	1002	H3N2	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2018	Pass	
4	HA	MH601210	Yes	1737	H3N2	02/13/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/30/2018	Pass	
1	PB2	CY264192	Yes	2316	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/31/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY264194	Yes	2208	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/31/2017	Pass	
5	NP	CY264196	Yes	1542	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/31/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY264193	Yes	2316	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/31/2017	Pass	
4	HA	CY264195	Yes	1737	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/31/2017	Pass	
6	NA	CY264197	Yes	1441	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/31/2017	Pass	
7	M1,M2	CY264198	Yes	1002	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/31/2017	Pass	
8	NS1,NS2	CY264199	Yes	865	H3N2	12/03/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/31/2017	Pass	
7	-N/A-,-N/A-	MH669910	Yes	1002	H1N1	12/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2017	Pass	
4	HA	MH669907	Yes	1752	H1N1	12/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2017	Pass	
2	-N/A-	MH669905	Yes	2316	H1N1	12/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2017	Pass	
6	NA	MH669909	Yes	1433	H1N1	12/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2017	Pass	
5	NP	MH669908	Yes	1540	H1N1	12/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2017	Pass	
3	PA,PA-X	MH669906	Yes	2209	H1N1	12/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2017	Pass	
1	PB2	MH669904	Yes	2316	H1N1	12/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2017	Pass	
8	-N/A-,-N/A-	MH669911	Yes	865	H1N1	12/10/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2017	Pass	
1	PB2	MH601217	Yes	2316	H1N1	02/19/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2018	Pass	
7	-N/A-,-N/A-	MH601214	Yes	1002	H1N1	02/19/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2018	Pass	
6	NA	MH601212	Yes	1434	H1N1	02/19/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2018	Pass	
8	-N/A-,-N/A-	MH601216	Yes	865	H1N1	02/19/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2018	Pass	
2	-N/A-	MH601215	Yes	2316	H1N1	02/19/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2018	Pass	
5	NP	MH601219	Yes	1540	H1N1	02/19/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2018	Pass	
4	HA	MH601218	Yes	1752	H1N1	02/19/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2018	Pass	
3	PA,PA-X	MH601213	Yes	2208	H1N1	02/19/2018	IRD:Human	USA	Alabama	17-18	A/Alabama/32/2018	Pass	
4	HA	MH081897	Yes	1737	H3N2	12/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/33/2017	Pass	
3	PA,PA-X	MH081903	Yes	2208	H3N2	12/14/2017	IRD:Human	USA	Alabama	17-18	A/Alabama/33/2017	Pass	
