Strain Name	Complete Genome	Subtype	Collection Date	Host	Country	State/Province	Geographic Grouping	Flu Season	Submission Date	Passage History	Specimen Source Health Status	1 PB2	2 PB1	3 PA	4 HA	5 NP	6 NA	7 MP	8 NS	Age	Gender	M2 31N	M2 26F	M2 27A	M2 30T	M2 34E	NA 275Y N1	NA 292K N2	NA 119V N2	NA 294S N2	PB1-F2 66S	PB2 E627K	PB2 D701N	PB2 A199S	PB2 A661T	PB2 V667I	PB2 K702R	PA S409N	NP L136M	M2 A16G	M2 C55F	NS1 T92E	RERRRKKR	Sensitive Drug	Resistant Drug	Submission Date	NCBI Taxon ID	pH1N1-like	US Swine H1 Clade	Global Swine H1 Clade test	H5 Clade	
A/Alabama/6618/2018	No	H3N2	01/11/2018	Human	USA	Alabama	North America	17-18	2018-08-26	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH778966	-N/A-	-N/A-	-N/A-	-N/A-	20	M	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	08/26/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/Alabama/6754/2018	No	H3N2	01/25/2018	Human	USA	Alabama	North America	17-18	2018-09-15	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH885168	-N/A-	-N/A-	-N/A-	-N/A-	31	F	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/15/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/Alabama/6755/2018	No	H1N1	01/26/2018	Human	USA	Alabama	North America	17-18	2018-09-15	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH885169	-N/A-	-N/A-	-N/A-	-N/A-	41	M	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/15/2018	11320	Probable Negative	npdm	1A.3.3.2	-N/A-	
A/Alabama/6756/2018	No	H1N1	01/29/2018	Human	USA	Alabama	North America	17-18	2018-09-15	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH885170	-N/A-	-N/A-	-N/A-	-N/A-	42	F	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/15/2018	11320	Probable Negative	npdm	1A.3.3.2	-N/A-	
A/Alabama/6757/2018	No	H3N2	01/30/2018	Human	USA	Alabama	North America	17-18	2018-09-15	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	MH885171	-N/A-	-N/A-	-N/A-	-N/A-	49	M	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	No	-N/A-	-N/A-	09/15/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/01/2018	Yes	H1N1	01/02/2018	Human	USA	Alaska	North America	17-18	2018-04-01	Original	-N/A-	MH125662	MH125669	MH125668	MH125667	MH125666	MH125665	MH125664	MH125663	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	04/01/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/02/2018	Yes	H3N2	01/15/2018	Human	USA	Alaska	North America	17-18	2018-04-01	Original	-N/A-	MH126404	MH126403	MH126402	MH126401	MH126400	MH126399	MH126398	MH126397	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	04/01/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/03/2018	No	H1N1	01/21/2018	Human	USA	Alaska	North America	17-18	2018-04-01	Original	-N/A-	-N/A-	MH125586	MH125585	MH125584	MH125594	MH125576	MH125587	MH125532	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	04/01/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/04/2018	Yes	H3N2	01/22/2018	Human	USA	Alaska	North America	17-18	2018-04-01	Original	-N/A-	MH126406	MH126405	MH126412	MH126411	MH126408	MH126410	MH126409	MH126407	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	04/01/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/05/2018	Yes	H1N1	02/02/2018	Human	USA	Alaska	North America	17-18	2018-04-15	Original	-N/A-	MH183466	MH183467	MH183468	MH183469	MH183470	MH183471	MH183472	MH183473	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	04/15/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/06/2018	Yes	H3N2	02/06/2018	Human	USA	Alaska	North America	17-18	2018-07-12	Original	-N/A-	MH585865	MH585866	MH585867	MH585868	MH585869	MH585870	MH585871	MH585872	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	07/12/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/07/2018	Yes	H1N1	02/08/2018	Human	USA	Alaska	North America	17-18	2018-04-15	Original	-N/A-	MH183474	MH183475	MH183476	MH183477	MH183478	MH183479	MH183480	MH183481	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	04/15/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/08/2018	Yes	H3N2	02/10/2018	Human	USA	Alaska	North America	17-18	2018-07-12	Original	-N/A-	MH585873	MH585874	MH585875	MH585876	MH585877	MH585878	MH585879	MH585880	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	07/12/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/09/2018	No	H3	02/13/2018	Human	USA	Alaska	North America	17-18	2018-05-13	Original	-N/A-	MH306704	MH306705	MH306665	MH306666	-N/A-	-N/A-	MH306747	MH306706	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	Segment/protein not present	Segment/protein not present	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	05/13/2018	11320	Probable Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/10/2018	Yes	H1N1	02/17/2018	Human	USA	Alaska	North America	17-18	2018-04-29	Original	-N/A-	MH245912	MH245911	MH245910	MH245909	MH245908	MH245907	MH245906	MH245905	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	04/29/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/100/2017	Yes	H1N1	12/17/2017	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH601225	MH601223	MH601221	MH601226	MH601227	MH601220	MH601222	MH601224	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/11/2018	Yes	H3N2	02/20/2018	Human	USA	Alaska	North America	17-18	2018-09-18	S2 (2018-03-19)	-N/A-	MH897999,MH246244	MH897997,MH246245	MH897995,MH246246	MH898000,MH246247	MH898001,MH246248	MH897994,MH246249	MH897996,MH246250	MH897998,MH246251	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/12/2018	Yes	H1N1	02/20/2018	Human	USA	Alaska	North America	17-18	2018-04-29	Original	-N/A-	MH245920	MH245919	MH245918	MH245917	MH245916	MH245915	MH245914	MH245913	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	04/29/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/13/2018	Yes	H3N2	03/02/2018	Human	USA	Alaska	North America	17-18	2018-10-14	S2 (2018-03-28)	-N/A-	MK027486,MH306748	MK027489,MH306749	MK027485,MH306750	MK027491,MH306751	MK027492,MH306752	MK027487,MH306753	MK027488,MH306754	MK027490,MH306755	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/14/2018	Yes	H1N1	03/02/2018	Human	USA	Alaska	North America	17-18	2018-05-13	Original	-N/A-	MH305633	MH305634	MH305635	MH305636	MH305637	MH305638	MH305639	MH305640	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	05/13/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/15/2018	Yes	H1N1	03/04/2018	Human	USA	Alaska	North America	17-18	2018-05-13	Original	-N/A-	MH305641	MH305642	MH305643	MH305644	MH305645	MH305646	MH305647	MH305648	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	05/13/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/16/2018	Yes	H3N2	03/05/2018	Human	USA	Alaska	North America	17-18	2018-09-18	S2 (2018-03-27)	-N/A-	MH898007,MH306760	MH898005,MH306761	MH898003,MH306762	MH898008,MH306763	MH898009,MH306756	MH898002,MH306757	MH898004,MH306758	MH898006,MH306759	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/17/2018	No	H1N1	03/09/2018	Human	USA	Alaska	North America	17-18	2018-05-22	Original	-N/A-	MH359766	-N/A-	MH359767	MH359768	MH359769	MH359770	MH359771	MH359772	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	Segment/protein not present	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	05/22/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/18/2018	Yes	H3N2	03/09/2018	Human	USA	Alaska	North America	17-18	2018-09-18	S2 (2018-04-16)	-N/A-	MH358483	MH897957,MH358484	MH897955,MH358485	MH897954,MH358486	MH897958,MH358487	MH897953,MH358488	MH897956,MH358489	MH897952,MH358490	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/19/2018	Yes	H1N1	03/12/2018	Human	USA	Alaska	North America	17-18	2018-05-22	Original	-N/A-	MH359819	MH359820	MH359821	MH359822	MH359823	MH359824	MH359825	MH359826	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	05/22/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/20/2018	Yes	H3N2	03/19/2018	Human	USA	Alaska	North America	17-18	2018-09-12	S2 (2018-04-16)	-N/A-	MH845773,MH358491	MH845771,MH358492	MH845769,MH358493	MH845774,MH358494	MH845775,MH358495	MH845768,MH358496	MH845770,MH358497	MH845772,MH358498	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/23/2018	Yes	H3N2	01/22/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH601235	MH601231	MH601229	MH601233	MH601234	MH601228	MH601230	MH601232	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/24/2018	Yes	H1N1	01/25/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH601241	MH601239	MH601237	MH601242	MH601243	MH601236	MH601238	MH601240	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/25/2018	Yes	H1N1	02/15/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH601249	MH601247	MH601245	MH601250	MH601251	MH601244	MH601246	MH601248	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/27/2018	Yes	H3N2	02/18/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH601253	MH601259	MH601257	MH601254	MH601255	MH601256	MH601258	MH601252	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/29/2018	Yes	H1N1	03/06/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH601265	MH601263	MH601261	MH601266	MH601267	MH601260	MH601262	MH601264	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/31/2018	Yes	H1N1	03/09/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH601273	MH601268	MH601270	MH601274	MH601275	MH601269	MH601271	MH601272	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/32/2018	Yes	H3N2	03/09/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH601281	MH601279	MH601277	MH601282	MH601283	MH601276	MH601278	MH601280	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/33/2018	Yes	H1N1	04/01/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH600116	MH600117	MH600118	MH600119	MH600120	MH600121	MH600122	MH600123	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/34/2018	Yes	H3N2	04/05/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH600580,MH792473	MH600581,MH792471	MH600574,MH792469	MH600575,MH792474	MH600576,MH792475	MH600577,MH792468	MH600578,MH792470	MH600579,MH792472	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/35/2018	Yes	H1N1	04/10/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH600124	MH600125	MH600126	MH600127	MH600128	MH600129	MH600130	MH600131	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/36/2018	Yes	H1N1	04/14/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH600132	MH600133	MH600134	MH600135	MH600136	MH600137	MH600138	MH600139	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	07/16/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/37/2018	Yes	H3N2	04/14/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH600582	MH600583	MH600584	MH600585	MH600586	MH600587	MH600588	MH600589	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Zanamivir,Oseltamivir	-N/A-	07/16/2018	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/38/2018	Yes	H3N2	04/14/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH600590,MH792435	MH600591,MH792437	MH600592	MH600593,MH792434	MH600594,MH792438	MH600595,MH792433	MH600596,MH792436	MH600597,MH792432	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/39/2018	Yes	H1N1	04/14/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH600141	MH600142	MH600143	MH600144	MH600140	MH600145	MH600146	MH600147	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/16/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/40/2018	Yes	H3N2	04/16/2018	Human	USA	Alaska	North America	17-18	2018-07-16	Original	-N/A-	MH600598,MH729407	MH600599,MH729405	MH600600,MH729403	MH600601,MH729408	MH600602,MH729409	MH600603,MH729402	MH600604,MH729404	MH600605,MH729406	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	Oseltamivir,Zanamivir	-N/A-	Inconsistent	11320	Negative	-N/A-	-N/A-	-N/A-	
A/Alaska/41/2018	Yes	H1N1	05/05/2018	Human	USA	Alaska	North America	17-18	2018-07-30	Original	-N/A-	MH669912	MH669913	MH669914	MH669915	MH669916	MH669917	MH669918	MH669919	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/30/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
A/Alaska/42/2018	Yes	H1N1	05/05/2018	Human	USA	Alaska	North America	17-18	2018-07-30	Original	-N/A-	MH669920	MH669921	MH669922	MH669923	MH669924	MH669925	MH669926	MH669927	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	-N/A-	No	-N/A-	-N/A-	07/30/2018	11320	Mixed Positive and Negative Segments	npdm	1A.3.3.2	-N/A-	
